,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
les-misérables-tome-1-fantine-0010,0.01483679525222552,0.04451038575667656,0.008902077151335312,0.01483679525222552,0.002967359050445104,0.03560830860534125,0.03560830860534125,0.06824925816023739,0.01483679525222552,0.017804154302670624,0.011869436201780416,0.005934718100890208,0.08902077151335312,0.002967359050445104,0.02967359050445104,0.04154302670623145,0.002967359050445104,0.020771513353115726,0.02373887240356083,0.002967359050445104,0.03857566765578635,0.002967359050445104,0.002967359050445104,0.008902077151335312,0.06231454005934718,0.04747774480712166,0.02373887240356083,0.005934718100890208,0.002967359050445104,0.002967359050445104,0.011869436201780416,0.002967359050445104,0.02373887240356083,0.01483679525222552,0.01483679525222552,0.008902077151335312,0.008902077151335312,0.01483679525222552,0.017804154302670624,0.002967359050445104,0.002967359050445104,0.008902077151335312,0.005934718100890208,0.002967359050445104,0.06528189910979229,0.008902077151335312,0.02373887240356083,0.04747774480712166,0.005934718100890208,0.017804154302670624
les-misérables-tome-1-fantine-0011,0.005633802816901409,0.011267605633802818,0.005633802816901409,0.0028169014084507044,0.04788732394366197,0.13802816901408452,0.0028169014084507044,0.0028169014084507044,0.0028169014084507044,0.011267605633802818,0.011267605633802818,0.008450704225352112,0.21971830985915494,0.005633802816901409,0.09014084507042254,0.028169014084507043,0.036619718309859155,0.005633802816901409,0.005633802816901409,0.008450704225352112,0.011267605633802818,0.005633802816901409,0.0028169014084507044,0.04225352112676056,0.011267605633802818,0.008450704225352112,0.014084507042253521,0.0028169014084507044,0.016901408450704224,0.0028169014084507044,0.0028169014084507044,0.0028169014084507044,0.028169014084507043,0.005633802816901409,0.005633802816901409,0.0028169014084507044,0.005633802816901409,0.008450704225352112,0.01971830985915493,0.0028169014084507044,0.008450704225352112,0.005633802816901409,0.022535211267605635,0.0028169014084507044,0.008450704225352112,0.011267605633802818,0.014084507042253521,0.036619718309859155,0.016901408450704224,0.01971830985915493
les-misérables-tome-1-fantine-0012,0.008426966292134831,0.008426966292134831,0.016853932584269662,0.02247191011235955,0.0056179775280898875,0.047752808988764044,0.0056179775280898875,0.014044943820224719,0.11235955056179775,0.008426966292134831,0.0028089887640449437,0.008426966292134831,0.18258426966292135,0.03651685393258427,0.05898876404494382,0.008426966292134831,0.011235955056179775,0.025280898876404494,0.014044943820224719,0.008426966292134831,0.019662921348314606,0.02247191011235955,0.0056179775280898875,0.05898876404494382,0.008426966292134831,0.011235955056179775,0.016853932584269662,0.0056179775280898875,0.008426966292134831,0.011235955056179775,0.008426966292134831,0.0028089887640449437,0.014044943820224719,0.008426966292134831,0.011235955056179775,0.0056179775280898875,0.014044943820224719,0.014044943820224719,0.05056179775280899,0.008426966292134831,0.008426966292134831,0.0028089887640449437,0.0056179775280898875,0.011235955056179775,0.016853932584269662,0.0056179775280898875,0.0056179775280898875,0.014044943820224719,0.014044943820224719,0.0028089887640449437
les-misérables-tome-1-fantine-0013,0.002785515320334262,0.002785515320334262,0.016713091922005572,0.019498607242339833,0.04456824512534819,0.07799442896935933,0.011142061281337047,0.011142061281337047,0.013927576601671309,0.008356545961002786,0.008356545961002786,0.002785515320334262,0.11977715877437325,0.002785515320334262,0.013927576601671309,0.011142061281337047,0.005571030640668524,0.03064066852367688,0.013927576601671309,0.002785515320334262,0.002785515320334262,0.011142061281337047,0.008356545961002786,0.04178272980501393,0.022284122562674095,0.002785515320334262,0.025069637883008356,0.016713091922005572,0.07520891364902507,0.011142061281337047,0.013927576601671309,0.005571030640668524,0.011142061281337047,0.002785515320334262,0.002785515320334262,0.005571030640668524,0.005571030640668524,0.022284122562674095,0.19220055710306408,0.008356545961002786,0.002785515320334262,0.002785515320334262,0.005571030640668524,0.011142061281337047,0.016713091922005572,0.002785515320334262,0.005571030640668524,0.002785515320334262,0.033426183844011144,0.008356545961002786
les-misérables-tome-1-fantine-0014,0.0027247956403269754,0.005449591280653951,0.013623978201634877,0.005449591280653951,0.0326975476839237,0.051771117166212535,0.0027247956403269754,0.008174386920980926,0.05994550408719346,0.005449591280653951,0.01907356948228883,0.013623978201634877,0.21798365122615804,0.010899182561307902,0.01907356948228883,0.013623978201634877,0.005449591280653951,0.0326975476839237,0.008174386920980926,0.0027247956403269754,0.010899182561307902,0.005449591280653951,0.0027247956403269754,0.01634877384196185,0.013623978201634877,0.008174386920980926,0.01634877384196185,0.008174386920980926,0.021798365122615803,0.0027247956403269754,0.005449591280653951,0.0027247956403269754,0.013623978201634877,0.013623978201634877,0.01907356948228883,0.0027247956403269754,0.005449591280653951,0.01634877384196185,0.17983651226158037,0.008174386920980926,0.0027247956403269754,0.0027247956403269754,0.01907356948228883,0.01907356948228883,0.0027247956403269754,0.0027247956403269754,0.005449591280653951,0.0027247956403269754,0.035422343324250684,0.0027247956403269754
les-misérables-tome-1-fantine-0015,0.0169971671388102,0.0056657223796034,0.0028328611898017,0.025495750708215296,0.0084985835694051,0.031161473087818695,0.0028328611898017,0.0028328611898017,0.0339943342776204,0.0056657223796034,0.0084985835694051,0.0056657223796034,0.13031161473087818,0.0056657223796034,0.0339943342776204,0.0169971671388102,0.0028328611898017,0.0028328611898017,0.014164305949008499,0.0028328611898017,0.042492917847025496,0.0084985835694051,0.0226628895184136,0.13031161473087818,0.0084985835694051,0.0113314447592068,0.0453257790368272,0.031161473087818695,0.014164305949008499,0.0028328611898017,0.0028328611898017,0.0113314447592068,0.0169971671388102,0.0028328611898017,0.0056657223796034,0.0056657223796034,0.0056657223796034,0.0056657223796034,0.06515580736543909,0.0028328611898017,0.0028328611898017,0.014164305949008499,0.0084985835694051,0.0028328611898017,0.0056657223796034,0.0028328611898017,0.0226628895184136,0.025495750708215296,0.09348441926345609,0.019830028328611898
les-misérables-tome-1-fantine-0016,0.04696132596685083,0.03038674033149171,0.008287292817679558,0.022099447513812154,0.016574585635359115,0.0055248618784530384,0.008287292817679558,0.0055248618784530384,0.0027624309392265192,0.0055248618784530384,0.0027624309392265192,0.008287292817679558,0.2154696132596685,0.011049723756906077,0.019337016574585635,0.011049723756906077,0.0027624309392265192,0.016574585635359115,0.019337016574585635,0.0027624309392265192,0.013812154696132596,0.022099447513812154,0.013812154696132596,0.008287292817679558,0.055248618784530384,0.019337016574585635,0.008287292817679558,0.0055248618784530384,0.03038674033149171,0.0055248618784530384,0.0027624309392265192,0.019337016574585635,0.022099447513812154,0.011049723756906077,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.027624309392265192,0.008287292817679558,0.0027624309392265192,0.008287292817679558,0.022099447513812154,0.0027624309392265192,0.0027624309392265192,0.03867403314917127,0.0055248618784530384,0.055248618784530384,0.052486187845303865,0.055248618784530384,0.0027624309392265192
les-misérables-tome-1-fantine-0017,0.06779661016949153,0.002824858757062147,0.00847457627118644,0.01694915254237288,0.022598870056497175,0.04519774011299435,0.005649717514124294,0.014124293785310734,0.002824858757062147,0.002824858757062147,0.002824858757062147,0.011299435028248588,0.2457627118644068,0.00847457627118644,0.002824858757062147,0.011299435028248588,0.005649717514124294,0.005649717514124294,0.01694915254237288,0.005649717514124294,0.02824858757062147,0.002824858757062147,0.00847457627118644,0.005649717514124294,0.011299435028248588,0.02824858757062147,0.011299435028248588,0.01694915254237288,0.002824858757062147,0.00847457627118644,0.005649717514124294,0.011299435028248588,0.025423728813559324,0.002824858757062147,0.00847457627118644,0.005649717514124294,0.014124293785310734,0.002824858757062147,0.01977401129943503,0.03389830508474576,0.002824858757062147,0.0480225988700565,0.00847457627118644,0.01694915254237288,0.011299435028248588,0.002824858757062147,0.01694915254237288,0.0480225988700565,0.031073446327683617,0.05367231638418079
les-misérables-tome-1-fantine-0018,0.03954802259887006,0.014124293785310734,0.002824858757062147,0.0480225988700565,0.002824858757062147,0.0423728813559322,0.002824858757062147,0.014124293785310734,0.014124293785310734,0.002824858757062147,0.00847457627118644,0.0423728813559322,0.16101694915254236,0.00847457627118644,0.01977401129943503,0.00847457627118644,0.002824858757062147,0.022598870056497175,0.011299435028248588,0.002824858757062147,0.02824858757062147,0.022598870056497175,0.005649717514124294,0.005649717514124294,0.01977401129943503,0.01694915254237288,0.03954802259887006,0.02824858757062147,0.002824858757062147,0.014124293785310734,0.025423728813559324,0.005649717514124294,0.03672316384180791,0.01694915254237288,0.03389830508474576,0.002824858757062147,0.022598870056497175,0.01977401129943503,0.005649717514124294,0.002824858757062147,0.002824858757062147,0.002824858757062147,0.014124293785310734,0.002824858757062147,0.031073446327683617,0.011299435028248588,0.05649717514124294,0.002824858757062147,0.031073446327683617,0.01694915254237288
les-misérables-tome-1-fantine-0019,0.011834319526627219,0.01775147928994083,0.0029585798816568047,0.13609467455621302,0.005917159763313609,0.008875739644970414,0.023668639053254437,0.04437869822485207,0.005917159763313609,0.01775147928994083,0.01775147928994083,0.011834319526627219,0.014792899408284023,0.005917159763313609,0.0029585798816568047,0.023668639053254437,0.008875739644970414,0.0029585798816568047,0.023668639053254437,0.008875739644970414,0.03254437869822485,0.0029585798816568047,0.023668639053254437,0.05029585798816568,0.020710059171597635,0.005917159763313609,0.026627218934911243,0.008875739644970414,0.0029585798816568047,0.0029585798816568047,0.008875739644970414,0.020710059171597635,0.07396449704142012,0.0029585798816568047,0.005917159763313609,0.0029585798816568047,0.04142011834319527,0.014792899408284023,0.0029585798816568047,0.008875739644970414,0.005917159763313609,0.008875739644970414,0.014792899408284023,0.008875739644970414,0.0029585798816568047,0.0029585798816568047,0.17751479289940827,0.008875739644970414,0.008875739644970414,0.0029585798816568047
les-misérables-tome-1-fantine-0020,0.03488372093023256,0.040697674418604654,0.020348837209302327,0.07848837209302326,0.03197674418604651,0.03197674418604651,0.014534883720930232,0.03488372093023256,0.0029069767441860465,0.0029069767441860465,0.005813953488372093,0.0029069767441860465,0.11918604651162791,0.005813953488372093,0.020348837209302327,0.00872093023255814,0.00872093023255814,0.014534883720930232,0.011627906976744186,0.0029069767441860465,0.01744186046511628,0.01744186046511628,0.005813953488372093,0.014534883720930232,0.0029069767441860465,0.0436046511627907,0.011627906976744186,0.02616279069767442,0.01744186046511628,0.023255813953488372,0.0029069767441860465,0.014534883720930232,0.023255813953488372,0.02616279069767442,0.020348837209302327,0.0029069767441860465,0.005813953488372093,0.005813953488372093,0.005813953488372093,0.00872093023255814,0.00872093023255814,0.01744186046511628,0.020348837209302327,0.00872093023255814,0.02616279069767442,0.014534883720930232,0.09011627906976744,0.00872093023255814,0.0029069767441860465,0.011627906976744186
les-misérables-tome-1-fantine-0021,0.027439024390243903,0.0975609756097561,0.003048780487804878,0.003048780487804878,0.006097560975609756,0.03353658536585366,0.03353658536585366,0.003048780487804878,0.009146341463414634,0.009146341463414634,0.006097560975609756,0.01524390243902439,0.1524390243902439,0.009146341463414634,0.012195121951219513,0.03048780487804878,0.003048780487804878,0.003048780487804878,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.003048780487804878,0.006097560975609756,0.024390243902439025,0.021341463414634148,0.009146341463414634,0.039634146341463415,0.036585365853658534,0.024390243902439025,0.009146341463414634,0.006097560975609756,0.006097560975609756,0.021341463414634148,0.012195121951219513,0.01524390243902439,0.003048780487804878,0.006097560975609756,0.009146341463414634,0.06097560975609756,0.01524390243902439,0.006097560975609756,0.003048780487804878,0.012195121951219513,0.03353658536585366,0.009146341463414634,0.003048780487804878,0.07621951219512195,0.018292682926829267,0.003048780487804878,0.03048780487804878
les-misérables-tome-1-fantine-0022,0.0027624309392265192,0.06906077348066299,0.0055248618784530384,0.0027624309392265192,0.013812154696132596,0.06629834254143646,0.013812154696132596,0.0055248618784530384,0.013812154696132596,0.0055248618784530384,0.0027624309392265192,0.04696132596685083,0.08287292817679558,0.0027624309392265192,0.008287292817679558,0.016574585635359115,0.0027624309392265192,0.049723756906077346,0.008287292817679558,0.011049723756906077,0.0055248618784530384,0.016574585635359115,0.011049723756906077,0.0055248618784530384,0.008287292817679558,0.06077348066298342,0.024861878453038673,0.022099447513812154,0.022099447513812154,0.0055248618784530384,0.0055248618784530384,0.011049723756906077,0.04143646408839779,0.008287292817679558,0.027624309392265192,0.0027624309392265192,0.0027624309392265192,0.0055248618784530384,0.03314917127071823,0.03038674033149171,0.0027624309392265192,0.019337016574585635,0.0027624309392265192,0.022099447513812154,0.0055248618784530384,0.008287292817679558,0.0856353591160221,0.0055248618784530384,0.03867403314917127,0.027624309392265192
les-misérables-tome-1-fantine-0023,0.023391812865497075,0.0029239766081871343,0.0029239766081871343,0.014619883040935672,0.008771929824561403,0.05847953216374269,0.008771929824561403,0.02046783625730994,0.008771929824561403,0.005847953216374269,0.0029239766081871343,0.04093567251461988,0.11695906432748537,0.017543859649122806,0.017543859649122806,0.011695906432748537,0.0029239766081871343,0.008771929824561403,0.049707602339181284,0.008771929824561403,0.008771929824561403,0.005847953216374269,0.005847953216374269,0.0847953216374269,0.043859649122807015,0.04093567251461988,0.02046783625730994,0.008771929824561403,0.0029239766081871343,0.029239766081871343,0.023391812865497075,0.011695906432748537,0.023391812865497075,0.011695906432748537,0.05555555555555555,0.008771929824561403,0.005847953216374269,0.014619883040935672,0.008771929824561403,0.023391812865497075,0.008771929824561403,0.011695906432748537,0.005847953216374269,0.0029239766081871343,0.005847953216374269,0.02046783625730994,0.017543859649122806,0.029239766081871343,0.023391812865497075,0.0029239766081871343
les-misérables-tome-1-fantine-0024,0.0893854748603352,0.030726256983240222,0.01675977653631285,0.008379888268156424,0.013966480446927373,0.01675977653631285,0.008379888268156424,0.008379888268156424,0.0111731843575419,0.08100558659217877,0.002793296089385475,0.002793296089385475,0.09217877094972067,0.002793296089385475,0.05027932960893855,0.0223463687150838,0.002793296089385475,0.025139664804469275,0.002793296089385475,0.002793296089385475,0.036312849162011177,0.002793296089385475,0.00558659217877095,0.05865921787709497,0.0223463687150838,0.00558659217877095,0.019553072625698324,0.0223463687150838,0.002793296089385475,0.00558659217877095,0.002793296089385475,0.008379888268156424,0.019553072625698324,0.002793296089385475,0.0223463687150838,0.002793296089385475,0.002793296089385475,0.030726256983240222,0.013966480446927373,0.030726256983240222,0.00558659217877095,0.01675977653631285,0.00558659217877095,0.013966480446927373,0.01675977653631285,0.008379888268156424,0.03910614525139665,0.0670391061452514,0.0111731843575419,0.00558659217877095
les-misérables-tome-1-fantine-0025,0.052941176470588235,0.0029411764705882353,0.026470588235294117,0.03823529411764706,0.0058823529411764705,0.0029411764705882353,0.011764705882352941,0.011764705882352941,0.03529411764705882,0.014705882352941176,0.0029411764705882353,0.03823529411764706,0.11176470588235295,0.0029411764705882353,0.0058823529411764705,0.014705882352941176,0.011764705882352941,0.0058823529411764705,0.008823529411764706,0.0058823529411764705,0.03823529411764706,0.011764705882352941,0.008823529411764706,0.041176470588235294,0.011764705882352941,0.047058823529411764,0.03529411764705882,0.0058823529411764705,0.0029411764705882353,0.0058823529411764705,0.008823529411764706,0.011764705882352941,0.05,0.0058823529411764705,0.07058823529411765,0.0058823529411764705,0.008823529411764706,0.008823529411764706,0.0029411764705882353,0.023529411764705882,0.014705882352941176,0.0058823529411764705,0.0029411764705882353,0.0058823529411764705,0.014705882352941176,0.058823529411764705,0.029411764705882353,0.014705882352941176,0.026470588235294117,0.008823529411764706
les-misérables-tome-1-fantine-0026,0.04918032786885246,0.01092896174863388,0.01092896174863388,0.08743169398907104,0.00819672131147541,0.00819672131147541,0.01639344262295082,0.04371584699453552,0.00273224043715847,0.03825136612021858,0.00273224043715847,0.07377049180327869,0.08469945355191257,0.01639344262295082,0.00546448087431694,0.01639344262295082,0.00546448087431694,0.02185792349726776,0.01092896174863388,0.00819672131147541,0.00819672131147541,0.00273224043715847,0.00546448087431694,0.00819672131147541,0.01092896174863388,0.01092896174863388,0.01639344262295082,0.06830601092896176,0.01366120218579235,0.00273224043715847,0.0273224043715847,0.00273224043715847,0.04644808743169399,0.02185792349726776,0.00273224043715847,0.00819672131147541,0.01639344262295082,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.01366120218579235,0.00273224043715847,0.02459016393442623,0.01912568306010929,0.00546448087431694,0.05191256830601093,0.06284153005464481,0.00273224043715847,0.00273224043715847,0.01092896174863388
les-misérables-tome-1-fantine-0027,0.08950617283950617,0.033950617283950615,0.027777777777777776,0.05246913580246913,0.021604938271604937,0.009259259259259259,0.0030864197530864196,0.012345679012345678,0.0030864197530864196,0.015432098765432098,0.0030864197530864196,0.05864197530864197,0.14506172839506173,0.009259259259259259,0.0030864197530864196,0.006172839506172839,0.0030864197530864196,0.009259259259259259,0.04938271604938271,0.0030864197530864196,0.0030864197530864196,0.0030864197530864196,0.0030864197530864196,0.018518518518518517,0.012345679012345678,0.0030864197530864196,0.046296296296296294,0.009259259259259259,0.040123456790123455,0.009259259259259259,0.012345679012345678,0.027777777777777776,0.015432098765432098,0.0030864197530864196,0.021604938271604937,0.0030864197530864196,0.024691358024691357,0.030864197530864196,0.021604938271604937,0.0030864197530864196,0.015432098765432098,0.0030864197530864196,0.0030864197530864196,0.0030864197530864196,0.037037037037037035,0.018518518518518517,0.015432098765432098,0.006172839506172839,0.006172839506172839,0.021604938271604937
les-misérables-tome-1-fantine-0028,0.09144542772861357,0.05309734513274336,0.02359882005899705,0.061946902654867256,0.0058997050147492625,0.008849557522123894,0.02654867256637168,0.008849557522123894,0.0029498525073746312,0.014749262536873156,0.02654867256637168,0.02064896755162242,0.08259587020648967,0.011799410029498525,0.0029498525073746312,0.011799410029498525,0.0029498525073746312,0.017699115044247787,0.011799410029498525,0.017699115044247787,0.014749262536873156,0.0029498525073746312,0.02064896755162242,0.0029498525073746312,0.0058997050147492625,0.04129793510324484,0.0029498525073746312,0.008849557522123894,0.011799410029498525,0.011799410029498525,0.0029498525073746312,0.02654867256637168,0.04424778761061947,0.02654867256637168,0.008849557522123894,0.014749262536873156,0.014749262536873156,0.02654867256637168,0.038348082595870206,0.02064896755162242,0.008849557522123894,0.0029498525073746312,0.0029498525073746312,0.0029498525073746312,0.0471976401179941,0.02359882005899705,0.0058997050147492625,0.008849557522123894,0.02654867256637168,0.017699115044247787
