,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
les-misérables-tome-1-fantine-0000,0.011560693641618497,0.011560693641618497,0.005780346820809248,0.014450867052023121,0.002890173410404624,0.02601156069364162,0.023121387283236993,0.011560693641618497,0.005780346820809248,0.005780346820809248,0.002890173410404624,0.08670520231213873,0.13005780346820808,0.011560693641618497,0.057803468208092484,0.008670520231213872,0.011560693641618497,0.04335260115606936,0.005780346820809248,0.005780346820809248,0.005780346820809248,0.002890173410404624,0.002890173410404624,0.005780346820809248,0.03757225433526012,0.06358381502890173,0.002890173410404624,0.03468208092485549,0.028901734104046242,0.002890173410404624,0.002890173410404624,0.008670520231213872,0.031791907514450865,0.008670520231213872,0.023121387283236993,0.005780346820809248,0.011560693641618497,0.011560693641618497,0.002890173410404624,0.028901734104046242,0.005780346820809248,0.02601156069364162,0.008670520231213872,0.017341040462427744,0.031791907514450865,0.028901734104046242,0.005780346820809248,0.05491329479768786,0.011560693641618497,0.002890173410404624
les-misérables-tome-1-fantine-0001,0.002793296089385475,0.002793296089385475,0.01675977653631285,0.030726256983240222,0.0111731843575419,0.002793296089385475,0.002793296089385475,0.030726256983240222,0.025139664804469275,0.008379888268156424,0.00558659217877095,0.04748603351955307,0.22625698324022347,0.01675977653631285,0.03910614525139665,0.01675977653631285,0.013966480446927373,0.002793296089385475,0.0223463687150838,0.002793296089385475,0.002793296089385475,0.008379888268156424,0.0111731843575419,0.025139664804469275,0.008379888268156424,0.008379888268156424,0.036312849162011177,0.0223463687150838,0.019553072625698324,0.002793296089385475,0.01675977653631285,0.002793296089385475,0.0335195530726257,0.013966480446927373,0.03910614525139665,0.002793296089385475,0.002793296089385475,0.00558659217877095,0.008379888268156424,0.06424581005586592,0.025139664804469275,0.0446927374301676,0.002793296089385475,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.002793296089385475,0.0335195530726257,0.002793296089385475,0.008379888268156424
les-misérables-tome-1-fantine-0002,0.07526881720430108,0.002688172043010753,0.002688172043010753,0.013440860215053764,0.005376344086021506,0.016129032258064516,0.002688172043010753,0.005376344086021506,0.01881720430107527,0.002688172043010753,0.002688172043010753,0.03225806451612903,0.2903225806451613,0.002688172043010753,0.008064516129032258,0.002688172043010753,0.008064516129032258,0.010752688172043012,0.010752688172043012,0.005376344086021506,0.008064516129032258,0.002688172043010753,0.02956989247311828,0.013440860215053764,0.005376344086021506,0.013440860215053764,0.010752688172043012,0.016129032258064516,0.13978494623655913,0.005376344086021506,0.008064516129032258,0.008064516129032258,0.005376344086021506,0.01881720430107527,0.016129032258064516,0.002688172043010753,0.005376344086021506,0.008064516129032258,0.02956989247311828,0.002688172043010753,0.016129032258064516,0.002688172043010753,0.005376344086021506,0.005376344086021506,0.005376344086021506,0.024193548387096774,0.002688172043010753,0.03763440860215054,0.008064516129032258,0.024193548387096774
les-misérables-tome-1-fantine-0003,0.017948717948717947,0.007692307692307693,0.005128205128205128,0.002564102564102564,0.002564102564102564,0.020512820512820513,0.002564102564102564,0.01282051282051282,0.010256410256410256,0.002564102564102564,0.01282051282051282,0.028205128205128206,0.31794871794871793,0.002564102564102564,0.002564102564102564,0.002564102564102564,0.002564102564102564,0.007692307692307693,0.017948717948717947,0.005128205128205128,0.005128205128205128,0.007692307692307693,0.028205128205128206,0.005128205128205128,0.03076923076923077,0.007692307692307693,0.01282051282051282,0.01282051282051282,0.12307692307692308,0.002564102564102564,0.005128205128205128,0.007692307692307693,0.02564102564102564,0.007692307692307693,0.010256410256410256,0.002564102564102564,0.010256410256410256,0.007692307692307693,0.007692307692307693,0.01282051282051282,0.010256410256410256,0.017948717948717947,0.01282051282051282,0.01282051282051282,0.023076923076923078,0.010256410256410256,0.010256410256410256,0.023076923076923078,0.007692307692307693,0.05384615384615385
les-misérables-tome-1-fantine-0004,0.00554016620498615,0.0110803324099723,0.002770083102493075,0.00554016620498615,0.00554016620498615,0.0110803324099723,0.0110803324099723,0.00554016620498615,0.00554016620498615,0.0110803324099723,0.002770083102493075,0.0110803324099723,0.2520775623268698,0.008310249307479225,0.0332409972299169,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.013850415512465374,0.00554016620498615,0.00554016620498615,0.008310249307479225,0.002770083102493075,0.00554016620498615,0.04155124653739612,0.01662049861495845,0.05263157894736842,0.0221606648199446,0.09141274238227147,0.019390581717451522,0.008310249307479225,0.002770083102493075,0.0221606648199446,0.008310249307479225,0.008310249307479225,0.00554016620498615,0.0110803324099723,0.030470914127423823,0.01662049861495845,0.00554016620498615,0.013850415512465374,0.055401662049861494,0.002770083102493075,0.002770083102493075,0.04155124653739612,0.00554016620498615,0.013850415512465374,0.0221606648199446,0.024930747922437674,0.0221606648199446
les-misérables-tome-1-fantine-0005,0.033426183844011144,0.027855153203342618,0.002785515320334262,0.002785515320334262,0.011142061281337047,0.0807799442896936,0.002785515320334262,0.025069637883008356,0.002785515320334262,0.002785515320334262,0.005571030640668524,0.019498607242339833,0.10584958217270195,0.005571030640668524,0.011142061281337047,0.005571030640668524,0.011142061281337047,0.03064066852367688,0.019498607242339833,0.002785515320334262,0.005571030640668524,0.013927576601671309,0.002785515320334262,0.036211699164345405,0.011142061281337047,0.002785515320334262,0.002785515320334262,0.016713091922005572,0.0584958217270195,0.005571030640668524,0.019498607242339833,0.005571030640668524,0.03899721448467967,0.005571030640668524,0.002785515320334262,0.005571030640668524,0.002785515320334262,0.008356545961002786,0.019498607242339833,0.005571030640668524,0.005571030640668524,0.07520891364902507,0.036211699164345405,0.008356545961002786,0.0807799442896936,0.022284122562674095,0.027855153203342618,0.008356545961002786,0.04178272980501393,0.013927576601671309
les-misérables-tome-1-fantine-0006,0.033426183844011144,0.002785515320334262,0.008356545961002786,0.002785515320334262,0.016713091922005572,0.016713091922005572,0.013927576601671309,0.022284122562674095,0.005571030640668524,0.002785515320334262,0.002785515320334262,0.0807799442896936,0.16991643454038996,0.005571030640668524,0.0584958217270195,0.002785515320334262,0.008356545961002786,0.04178272980501393,0.008356545961002786,0.002785515320334262,0.011142061281337047,0.002785515320334262,0.008356545961002786,0.005571030640668524,0.03899721448467967,0.013927576601671309,0.008356545961002786,0.005571030640668524,0.022284122562674095,0.002785515320334262,0.011142061281337047,0.013927576601671309,0.011142061281337047,0.016713091922005572,0.005571030640668524,0.005571030640668524,0.008356545961002786,0.019498607242339833,0.011142061281337047,0.033426183844011144,0.008356545961002786,0.002785515320334262,0.005571030640668524,0.002785515320334262,0.033426183844011144,0.002785515320334262,0.04456824512534819,0.027855153203342618,0.10584958217270195,0.002785515320334262
les-misérables-tome-1-fantine-0007,0.04335260115606936,0.005780346820809248,0.005780346820809248,0.03757225433526012,0.011560693641618497,0.046242774566473986,0.014450867052023121,0.057803468208092484,0.03468208092485549,0.002890173410404624,0.005780346820809248,0.014450867052023121,0.06936416184971098,0.008670520231213872,0.028901734104046242,0.02023121387283237,0.014450867052023121,0.002890173410404624,0.057803468208092484,0.005780346820809248,0.002890173410404624,0.002890173410404624,0.005780346820809248,0.017341040462427744,0.008670520231213872,0.017341040462427744,0.017341040462427744,0.03468208092485549,0.06936416184971098,0.002890173410404624,0.008670520231213872,0.005780346820809248,0.03468208092485549,0.017341040462427744,0.011560693641618497,0.002890173410404624,0.002890173410404624,0.005780346820809248,0.023121387283236993,0.005780346820809248,0.011560693641618497,0.02023121387283237,0.005780346820809248,0.002890173410404624,0.06647398843930635,0.014450867052023121,0.023121387283236993,0.014450867052023121,0.04335260115606936,0.011560693641618497
les-misérables-tome-1-fantine-0008,0.01904761904761905,0.09206349206349207,0.01904761904761905,0.009523809523809525,0.006349206349206349,0.0380952380952381,0.009523809523809525,0.009523809523809525,0.006349206349206349,0.01904761904761905,0.0031746031746031746,0.02857142857142857,0.0761904761904762,0.0031746031746031746,0.0031746031746031746,0.022222222222222223,0.0031746031746031746,0.015873015873015872,0.009523809523809525,0.0031746031746031746,0.022222222222222223,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.01904761904761905,0.022222222222222223,0.0031746031746031746,0.006349206349206349,0.006349206349206349,0.006349206349206349,0.10793650793650794,0.009523809523809525,0.022222222222222223,0.015873015873015872,0.02857142857142857,0.009523809523809525,0.009523809523809525,0.012698412698412698,0.006349206349206349,0.0380952380952381,0.0031746031746031746,0.0380952380952381,0.015873015873015872,0.0031746031746031746,0.09523809523809523,0.015873015873015872,0.025396825396825397,0.0380952380952381,0.006349206349206349,0.006349206349206349
les-misérables-tome-1-fantine-0009,0.018292682926829267,0.021341463414634148,0.003048780487804878,0.012195121951219513,0.003048780487804878,0.009146341463414634,0.006097560975609756,0.01524390243902439,0.01524390243902439,0.039634146341463415,0.006097560975609756,0.03353658536585366,0.10975609756097561,0.003048780487804878,0.009146341463414634,0.04573170731707317,0.003048780487804878,0.024390243902439025,0.03353658536585366,0.021341463414634148,0.051829268292682924,0.006097560975609756,0.003048780487804878,0.012195121951219513,0.027439024390243903,0.06097560975609756,0.04573170731707317,0.021341463414634148,0.003048780487804878,0.018292682926829267,0.018292682926829267,0.006097560975609756,0.027439024390243903,0.006097560975609756,0.012195121951219513,0.012195121951219513,0.006097560975609756,0.021341463414634148,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.006097560975609756,0.009146341463414634,0.003048780487804878,0.051829268292682924,0.01524390243902439,0.027439024390243903,0.036585365853658534,0.021341463414634148,0.027439024390243903
